step,mode,loss,angle_error(rad),distance(m)
1,test,0,0.15151850879192352,0.0
2,test,0,0.15221568942070007,0.0
3,test,0,0.15194307267665863,0.0
4,test,0,0.1512623280286789,0.0
5,test,0,0.024588191881775856,0.0
6,test,0,0.004022805020213127,0.0
7,test,0,0.012927355244755745,0.0
8,test,0,0.02392726205289364,0.0
9,test,0,0.02704734541475773,0.0
10,test,0,0.04299129545688629,0.0
11,test,0,0.05458900332450867,0.0
12,test,0,0.038880012929439545,0.0
13,test,0,0.013522600755095482,0.0
14,test,0,0.008428080007433891,0.0
15,test,0,0.00857110507786274,0.0
16,test,0,0.008572069928050041,0.0
17,test,0,0.009586537256836891,0.0
18,test,0,0.010202286764979362,0.0
19,test,0,0.009755419567227364,0.0
20,test,0,0.00897020660340786,0.0
21,test,0,0.00836808979511261,0.0
22,test,0,0.010929333046078682,0.0
23,test,0,0.02293039672076702,0.0
24,test,0,0.03482942283153534,0.0
25,test,0,0.21635179221630096,0.0
26,test,0,0.13133151829242706,0.0
27,test,0,0.018872203305363655,0.0
28,test,0,0.01094612292945385,0.0
29,test,0,0.01640222780406475,0.0
30,test,0,0.019949020817875862,0.0
31,test,0,0.02079925872385502,0.0
32,test,0,0.02344111166894436,0.0
33,test,0,0.0254205334931612,0.0
34,test,0,0.017819972708821297,0.0
35,test,0,0.007377559319138527,0.0
36,test,0,2.557225525379181e-05,0.0
37,test,0,0.004823597148060799,0.0
38,test,0,0.00927007757127285,0.0
39,test,0,0.01384989358484745,0.0
40,test,0,0.019518109038472176,0.0
41,test,0,0.006916148588061333,0.0
42,test,0,0.028102053329348564,0.0
43,test,0,0.05614323914051056,0.0
44,test,0,0.04593975096940994,0.0
45,test,0,0.03224056214094162,0.0
46,test,0,0.05524352192878723,0.0
47,test,0,0.0174871776252985,0.0
48,test,0,0.004841675981879234,0.0
49,test,0,0.05835074186325073,0.0
50,test,0,0.07244531065225601,0.0
51,test,0,0.0085346270352602,0.0
52,test,0,0.03702181577682495,0.0
53,test,0,0.02595195360481739,0.0
54,test,0,0.01728026382625103,0.0
55,test,0,0.1042955070734024,0.0
56,test,0,0.10595592111349106,0.0
57,test,0,0.16246242821216583,0.0
58,test,0,0.2066667079925537,0.0
59,test,0,0.060860201716423035,0.0
60,test,0,0.034495189785957336,0.0
61,test,0,0.004003465175628662,0.0
62,test,0,0.04665817320346832,0.0
63,test,0,0.03313327580690384,0.0
64,test,0,0.03955552726984024,0.0
65,test,0,0.009402645751833916,0.0
66,test,0,0.014486297965049744,0.0
67,test,0,0.005215467885136604,0.0
68,test,0,0.010882372036576271,0.0
69,test,0,0.01092943362891674,0.0
70,test,0,0.011424707248806953,0.0
71,test,0,0.009319834411144257,0.0
72,test,0,0.010747170075774193,0.0
73,test,0,0.010511362925171852,0.0
74,test,0,0.008805403485894203,0.0
75,test,0,0.012892479076981544,0.0
76,test,0,0.01073598675429821,0.0
77,test,0,0.008577985689043999,0.0
78,test,0,0.006030341610312462,0.0
79,test,0,0.00020935945212841034,0.0
80,test,0,0.0008175913244485855,0.0
81,test,0,0.0018009338527917862,0.0
82,test,0,0.002773655578494072,0.0
83,test,0,0.004815900698304176,0.0
84,test,0,0.007533064112067223,0.0
85,test,0,0.009956253692507744,0.0
86,test,0,0.013926563784480095,0.0
87,test,0,0.014893138781189919,0.0
88,test,0,0.015812022611498833,0.0
89,test,0,0.014883296564221382,0.0
90,test,0,0.013929398730397224,0.0
91,test,0,0.01254466362297535,0.0
92,test,0,0.007925448939204216,0.0
93,test,0,0.0008950736373662949,0.0
94,test,0,0.0018296334892511368,0.0
95,test,0,0.005501626059412956,0.0
96,test,0,0.008095094934105873,0.0
97,test,0,0.011550353839993477,0.0
98,test,0,0.014611074700951576,0.0
99,test,0,0.018190709874033928,0.0
100,test,0,0.021786710247397423,0.0
101,test,0,0.006614258512854576,0.0
102,test,0,0.004962688311934471,0.0
