step,mode,loss,angle_error(rad),distance(m)
1,test,0,0.08882871270179749,0.0
2,test,0,0.08936252444982529,0.0
3,test,0,0.08746687322854996,0.0
4,test,0,0.08569977432489395,0.0
5,test,0,0.05105111002922058,0.0
6,test,0,0.0023292037658393383,0.0
7,test,0,0.017530791461467743,0.0
8,test,0,0.022574637085199356,0.0
9,test,0,0.019667427986860275,0.0
10,test,0,0.013770997524261475,0.0
11,test,0,0.011179035529494286,0.0
12,test,0,0.010914642363786697,0.0
13,test,0,0.014388341456651688,0.0
14,test,0,0.018002375960350037,0.0
15,test,0,0.01932055689394474,0.0
16,test,0,0.34232816100120544,0.0
17,test,0,0.17879930138587952,0.0
18,test,0,0.05478788539767265,0.0
19,test,0,0.09426207840442657,0.0
20,test,0,0.004490327555686235,0.0
21,test,0,0.01496809534728527,0.0
22,test,0,0.00538875674828887,0.0
23,test,0,0.004733398091048002,0.0
24,test,0,0.011097677052021027,0.0
25,test,0,0.012427892535924911,0.0
26,test,0,0.011742010712623596,0.0
27,test,0,0.00548918591812253,0.0
28,test,0,0.0013175779022276402,0.0
29,test,0,0.0029312283731997013,0.0
30,test,0,0.004474556539207697,0.0
31,test,0,0.003613551612943411,0.0
32,test,0,0.012749606743454933,0.0
33,test,0,0.012982077896595001,0.0
34,test,0,0.0024557155556976795,0.0
35,test,0,0.002415552269667387,0.0
36,test,0,0.013687843456864357,0.0
37,test,0,0.026024075224995613,0.0
38,test,0,0.01515473984181881,0.0
39,test,0,8.708098903298378e-05,0.0
40,test,0,0.013858195394277573,0.0
41,test,0,0.0109583530575037,0.0
42,test,0,0.02096920646727085,0.0
43,test,0,0.01271330751478672,0.0
44,test,0,0.016010282561182976,0.0
45,test,0,0.024569382891058922,0.0
46,test,0,0.041154880076646805,0.0
47,test,0,0.008449573069810867,0.0
48,test,0,0.01708552986383438,0.0
49,test,0,0.0014111376367509365,0.0
50,test,0,0.02569694258272648,0.0
51,test,0,0.03113391250371933,0.0
52,test,0,0.041804078966379166,0.0
53,test,0,0.060113854706287384,0.0
54,test,0,0.0296950601041317,0.0
55,test,0,0.011878598481416702,0.0
56,test,0,0.03894028812646866,0.0
57,test,0,0.014664722606539726,0.0
58,test,0,0.029261162504553795,0.0
59,test,0,0.041429441422224045,0.0
60,test,0,0.025666866451501846,0.0
61,test,0,0.027275724336504936,0.0
62,test,0,0.036013584583997726,0.0
63,test,0,0.04818744584918022,0.0
64,test,0,0.04113537073135376,0.0
65,test,0,0.03579247370362282,0.0
66,test,0,0.0001304945908486843,0.0
67,test,0,0.015228165313601494,0.0
68,test,0,0.0060128276236355305,0.0
69,test,0,0.004064861219376326,0.0
70,test,0,0.0016365689225494862,0.0
71,test,0,0.0030841543339192867,0.0
72,test,0,0.0018473970703780651,0.0
73,test,0,0.0006792168132960796,0.0
74,test,0,0.0004474618472158909,0.0
75,test,0,0.00048445025458931923,0.0
76,test,0,3.217766061425209e-05,0.0
77,test,0,0.00153832184150815,0.0
78,test,0,0.001968101132661104,0.0
79,test,0,0.0033159679733216763,0.0
80,test,0,0.0030682613141834736,0.0
81,test,0,0.0037876213900744915,0.0
82,test,0,0.004631661344319582,0.0
83,test,0,0.0036886543966829777,0.0
84,test,0,0.004046396818011999,0.0
85,test,0,0.003489780705422163,0.0
86,test,0,0.0022935434244573116,0.0
87,test,0,0.000925199594348669,0.0
88,test,0,0.0004671388305723667,0.0
89,test,0,0.0009318585507571697,0.0
90,test,0,0.0011474941857159138,0.0
91,test,0,0.0010946248658001423,0.0
92,test,0,0.0014278138987720013,0.0
93,test,0,0.0035926266573369503,0.0
94,test,0,0.00423499895259738,0.0
95,test,0,0.00824037566781044,0.0
96,test,0,0.009920850396156311,0.0
97,test,0,0.01133851706981659,0.0
98,test,0,0.008903229609131813,0.0
99,test,0,0.007580944802612066,0.0
100,test,0,0.011658906936645508,0.0
101,test,0,0.01623961143195629,0.0
102,test,0,0.023405494168400764,0.0
103,test,0,0.015702620148658752,0.0
104,test,0,0.006425605621188879,0.0
