y,x
0.142465403303504,1
0.687806262075901,2
0.091889269463718,3
0.087877518994113,4
0.118186701710025,5
0.09274770685782,6
0.059895548286537,7
0.040347307299574,8
0.032238661622008,9
0.029787586753567,10
0.029246387258172,11
0.028764363192022,12
0.027843713698288,13
0.02667480049034,14
0.025538561927776,15
0.024601789874335,16
0.023855755912761,17
0.023180674637357,18
0.02247420422112,19
0.021709736902267,20
0.020943307131529,21
0.020256451331079,22
0.019704610512902,23
0.019295506055156,24
0.018999153313538,25
0.018762555935731,26
0.018538320033501,27
0.018300111250331,28
0.018040939265241,29
0.017761743223916,30
0.017469777725637,31
0.017171247644971,32
0.016874203830958,33
0.016587823318939,34
0.016319839128604,35
0.01607724102214,36
0.015863986779004,37
0.015679313925405,38
0.015518352016807,39
0.015371957235038,40
0.015229758899659,41
0.015082851393769,42
0.014925264846534,43
0.014756968462219,44
0.014582325424999,45
0.014408576395363,46
0.014243498506645,47
0.014092014916241,48
0.013954595662654,49
0.013828140373031,50
0.013707564243426,51
0.013587592542172,52
0.013464258983731,53
0.013336813108375,54
0.013207149257263,55
0.013078944943845,56
0.012955246058603,57
0.012837694430103,58
0.012725802542021,59
0.0126176891538,60
0.012511325410257,61
0.012404716511568,62
0.012297701711456,63
0.012190681385497,64
0.012084779453774,65
0.011981215126192,66
0.011880087231596,67
0.011781277895595,68
0.01168470371825,69
0.011590098744879,70
0.011496928334236,71
0.011404936093216,72
0.011313885605584,73
0.011223926100259,74
0.011135286403199,75
0.011047959467396,76
0.010961966620137,77
0.010877331563582,78
0.010793660363803,79
0.010710873221979,80
0.010629133305823,81
0.010548703651875,82
0.010469920421019,83
0.010392567096278,84
0.010316308028996,85
0.010240951847906,86
0.01016630413942,87
0.010092308915531,88
0.010019180442517,89
0.00994715387933,90
0.009876219012464,91
0.009806272154674,92
0.009737306879833,93
0.009669190536564,94
0.009601875363539,95
0.009535323192055,96
0.009469569008797,97
0.009404670431589,98
0.009340697076793,99
0.00927754129904,100
0.009215175096566,101
0.009153442069267,102
0.009092329504589,103
0.009031947903956,104
0.008972307853401,105
