path_no,x(m),y(m)
158,4.12359734760071,0.6561691897316806
159,4.1434633694257235,0.6537321350109508
160,4.163222212675836,0.6513231599296914
161,4.183010286658521,0.6489231295597231
162,4.20287185220026,0.6465321953583252
163,4.222800433391772,0.6441505461958045
164,4.242704918893057,0.6417866719567379
165,4.262470813984501,0.6394606556878288
166,4.282254245778709,0.6371462059169891
167,4.302114828224553,0.634837780219316
168,4.322044538196547,0.632521270971755
169,4.341984846630512,0.6301987809133345
170,4.361769734700099,0.6278931263284145
171,4.381551853179059,0.6255813636236782
172,4.401401420677787,0.6232616526260313
173,4.421322225655952,0.6209144134823983
174,4.441278808334273,0.6185346233191249
175,4.4610912857812055,0.6161503834631668
176,4.480860658868237,0.6137386971853989
177,4.500686574673338,0.611296596803923
178,4.520581801961655,0.6088132408427341
179,4.540529931009272,0.6062841574252145
180,4.560366671468485,0.6037311170973771
181,4.580111134352446,0.601149054912061
182,4.599898973498315,0.5985388056380524
183,4.619754344294712,0.5959177434281748
184,4.639671585947709,0.5932829964007618
185,4.659513084423077,0.5906500871451794
186,4.679245272420814,0.5880269700903851
187,4.69901638327117,0.5853945362107881
188,4.718856010086637,0.5827498726451753
189,4.738762128196185,0.5800902157140696
190,4.758637067578671,0.577421757621878
191,4.778362926360252,0.5747729147677489
192,4.798125337776464,0.5720555320867549
193,4.817953588351071,0.5692505079913467
194,4.837848863454225,0.5663487904556151
195,4.857741869208675,0.5633534481030001
196,4.8774354398097195,0.5603091105045452
197,4.897120811793619,0.5571990478045754
198,4.916867998207261,0.5540347699767858
199,4.936683893864216,0.5508088651756909
200,4.956525772826392,0.5475238097145254
201,4.976197916331572,0.5442254369365074
202,4.995834787515261,0.5408809735567488
203,5.015528519552755,0.5374825495907587
204,5.035290340430546,0.5340254392943884
205,5.055092493068521,0.5305098653262253
206,5.074763369502287,0.5269808345679021
207,5.094351490551134,0.5233747079528694
208,5.113993729992647,0.5196524922189599
209,5.133694860258761,0.515807847372165
210,5.153429855409252,0.5118409294787252
211,5.17305142468339,0.5077993602269998
212,5.192524670588227,0.5036693767244873
213,5.21204742083969,0.49939467210792077
214,5.2316227506975235,0.4949744921673708
215,5.251222004329791,0.490409759595383
216,5.27071808143219,0.48574748063423395
217,5.289937915906273,0.48105616249915406
218,5.309283621690998,0.47629005494081283
219,5.328708081201832,0.4714738688110048
220,5.348178832898066,0.4666158904635651
221,5.367590206120477,0.46175688478914395
222,5.386905161193949,0.4568987000845621
223,5.406191463249859,0.45199805442967134
224,5.425568912432032,0.44702550359617604
225,5.444995927148091,0.44199360426651585
226,5.4643687408373385,0.436939967700111
227,5.4836840735423,0.4318864654094317
228,5.502885452860806,0.426849205723734
229,5.522207304355447,0.4217626065275421
230,5.5415913652070525,0.41664519831962826
231,5.560934730671177,0.41153246547167904
232,5.580256679526511,0.40640234321662994
233,5.5994447673391115,0.4012614456117592
234,5.618727335386056,0.39602923886827457
235,5.63806648620142,0.390722169140292
236,5.657381954892343,0.3853696013958626
237,5.676643397972326,0.37997924902565944
238,5.695782562884112,0.3745505875636696
239,5.714979591027802,0.3690072124278746
240,5.7342229518357675,0.363356386027491
241,5.753438192441893,0.3576269915266104
242,5.7725843407104165,0.3518498001969743
243,5.791684848027844,0.34603193304435437
244,5.810720903062559,0.340159294994366
245,5.829843330418666,0.3341779712590473
246,5.848979502874443,0.32812412770891586
247,5.86801593631956,0.32208466946240083
248,5.88706939491026,0.3160649500102684
249,5.906020537000524,0.31008082622942784
250,5.925085097016182,0.30405188369189906
251,5.944189686627014,0.2980125343445089
252,5.963239977301979,0.29201235481014953
253,5.982306452516665,0.28605510359021086
254,6.001278209709506,0.280162807232128
255,6.020356220522242,0.2742475987979629
256,6.0394924283112,0.268336183130612
257,6.058597582642394,0.26247335812248823
258,6.077698342721923,0.2566692365856853
259,6.09671420243491,0.25094696962332685
260,6.115833469035001,0.24521775410242505
261,6.135022364823442,0.2395016208800438
262,6.1542077186677,0.23382760375844105
263,6.173367978202575,0.22818746205853085
264,6.1924319830700885,0.2226101520584748
265,6.211582623102405,0.2170068648438633
266,6.230804073926474,0.21139179639716396
267,6.2500271375785434,0.20576390491463986
268,6.269199001188244,0.20013005312009616
269,6.288299641410453,0.19449808288775974
270,6.307413697159757,0.18882133817947017
271,6.326601280340164,0.18307954176284427
272,6.3458033811136385,0.17728290367268648
273,6.36492529011415,0.17143152597165073
274,6.384025880848974,0.16551350794464414
275,6.403021925363902,0.15953769237023316
276,6.422104140870296,0.15343118677805084
277,6.441191112265625,0.14721451182039777
278,6.460173032030808,0.14089215424226106
279,6.479156966399626,0.1344379426505309
280,6.498003992639244,0.12789462728304893
281,6.516887791557342,0.12117028311055121
282,6.5357331991190515,0.11430797094430338
283,6.554471120534129,0.10734236836817156
284,6.573227064320679,0.10023669930095735
285,6.591920763034381,0.09302040829032701
286,6.610521768097628,0.08567415226827702
287,6.629114546309088,0.07812786081015011
288,6.64756587870057,0.07035352873958538
289,6.665992996630352,0.06231097338346542
290,6.683419806552702,0.05872230178726305
291,6.699006005576226,0.05674455711280156
292,6.711297932752047,0.056068507129132576
293,6.721410822693036,0.0550571824636212
294,6.730597390102739,0.053389081500135514
295,6.7408177780543435,0.05069029406687758
296,6.751085784902221,0.047085679290382036
297,6.761138649830094,0.04297459655760319
298,6.770186155223711,0.03863277003279966
299,6.7783779257385435,0.03352700412472856
300,6.78697022131777,0.0270996222452198
301,6.795179526621428,0.02009069522868185
302,6.802946966445856,0.012643070917346825
303,6.809705618054622,0.00474308565292254
304,6.81550743244978,-0.0038151212233921497
305,6.819797165381107,-0.013103516360702703
306,6.8222972869907785,-0.02273416642977238
307,6.825863271546223,-0.03003479567308897
308,6.82901449059306,-0.036730354899249563
