0,0.0
1,-0.018647080287337303
2,0.0
3,-0.01810125261545181
4,-0.03149976581335068
5,-0.012975716032087805
6,0.0
7,0.0
8,0.0
9,0.021259613335132595
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.03318479657173156
75,0.056395649909973145
76,0.04655837267637253
77,0.007468378636986017
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,-0.018626565113663673
89,0.0
90,0.015612506307661533
91,0.0
92,0.01776241697371006
93,-0.006088906433433294
94,0.0
95,0.0
96,0.0
97,0.01601357012987137
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,-0.009164996445178986
145,0.0
146,0.0
147,0.0
148,-0.0003282020043116063
149,0.0
150,0.020341390743851658
151,-0.03144056349992752
152,0.0
153,0.0
154,0.016645485535264015
155,0.02497051283717155
156,0.020131582394242287
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,-0.030731325969100002
163,-0.03527062386274338
164,-0.0020302894990891223
165,-0.04908255487680435
166,-0.02237818203866482
167,-0.005565559957176448
168,0.0
169,0.023199880495667458
170,0.08229140192270279
171,0.0
172,0.0
173,0.0024187627714127307
174,0.0
175,0.031706593930721276
176,0.0
177,0.0
178,0.0
179,0.04779369756579399
180,0.03655759245157242
181,0.0
182,0.0479603186249733
183,-0.014334612525999544
184,-0.03265877813100815
