step,mode,loss,angle_error(rad),distance(m)
1,test,0,0.1515960991382599,0.0
2,test,0,0.15227845311164856,0.0
3,test,0,0.15190455317497253,0.0
4,test,0,0.15210387110710144,0.0
5,test,0,0.024982118979096413,0.0
6,test,0,0.009680846706032753,0.0
7,test,0,0.021110164001584053,0.0
8,test,0,0.026906317099928856,0.0
9,test,0,0.028786296024918556,0.0
10,test,0,0.044589392840862274,0.0
11,test,0,0.05850912630558014,0.0
12,test,0,0.040546171367168427,0.0
13,test,0,0.14759278297424316,0.0
14,test,0,0.08677013218402863,0.0
15,test,0,0.006261883303523064,0.0
16,test,0,0.013941111043095589,0.0
17,test,0,0.020918535068631172,0.0
18,test,0,0.022333962842822075,0.0
19,test,0,0.02237142063677311,0.0
20,test,0,0.022529998794198036,0.0
21,test,0,0.012806149199604988,0.0
22,test,0,0.006809929385781288,0.0
23,test,0,0.001615302637219429,0.0
24,test,0,0.004798704758286476,0.0
25,test,0,0.0037025678902864456,0.0
26,test,0,0.009033074602484703,0.0
27,test,0,0.012758852913975716,0.0
28,test,0,0.012359799817204475,0.0
29,test,0,0.03405732661485672,0.0
30,test,0,0.028668800368905067,0.0
31,test,0,0.017919493839144707,0.0
32,test,0,0.03352934122085571,0.0
33,test,0,0.05029460787773132,0.0
34,test,0,0.017469869926571846,0.0
35,test,0,0.0037758592516183853,0.0
36,test,0,0.06468231230974197,0.0
37,test,0,0.09001843631267548,0.0
38,test,0,0.011332789435982704,0.0
39,test,0,0.04400281608104706,0.0
40,test,0,0.03235173225402832,0.0
41,test,0,0.024402586743235588,0.0
42,test,0,0.010613752529025078,0.0
43,test,0,0.021486612036824226,0.0
44,test,0,0.04263415187597275,0.0
45,test,0,0.048427514731884,0.0
46,test,0,0.021623501554131508,0.0
47,test,0,0.023961922153830528,0.0
48,test,0,0.09291200339794159,0.0
49,test,0,0.008409107103943825,0.0
50,test,0,0.03686758130788803,0.0
51,test,0,0.06075858324766159,0.0
52,test,0,0.021293343976140022,0.0
53,test,0,0.05599811673164368,0.0
54,test,0,0.03418733924627304,0.0
55,test,0,0.0014811325818300247,0.0
56,test,0,0.0038762781769037247,0.0
57,test,0,0.005793949589133263,0.0
58,test,0,0.051570042967796326,0.0
59,test,0,0.07118957489728928,0.0
60,test,0,0.018868571147322655,0.0
61,test,0,0.0157566387206316,0.0
62,test,0,0.012914052233099937,0.0
63,test,0,0.012280967086553574,0.0
64,test,0,9.224750101566315e-05,0.0
65,test,0,0.010752538219094276,0.0
66,test,0,0.012206850573420525,0.0
67,test,0,0.011355394497513771,0.0
68,test,0,0.00968957133591175,0.0
69,test,0,0.009296884760260582,0.0
70,test,0,0.010560723021626472,0.0
71,test,0,0.009221721440553665,0.0
72,test,0,0.004259774461388588,0.0
73,test,0,0.008992655202746391,0.0
74,test,0,0.008612772449851036,0.0
75,test,0,0.008669892325997353,0.0
76,test,0,0.009663620963692665,0.0
77,test,0,0.010989373549818993,0.0
78,test,0,0.015687530860304832,0.0
79,test,0,0.01585346646606922,0.0
80,test,0,0.012734396383166313,0.0
81,test,0,0.009992474690079689,0.0
82,test,0,0.0016509275883436203,0.0
83,test,0,0.0022467318922281265,0.0
84,test,0,0.0016156043857336044,0.0
85,test,0,0.0016155373305082321,0.0
86,test,0,0.0009960178285837173,0.0
87,test,0,0.0018894542008638382,0.0
88,test,0,0.00044211558997631073,0.0
89,test,0,0.005343480035662651,0.0
90,test,0,0.007244972512125969,0.0
91,test,0,0.008166523650288582,0.0
92,test,0,0.013416314497590065,0.0
93,test,0,0.014541348442435265,0.0
94,test,0,0.014997655525803566,0.0
95,test,0,0.021962204948067665,0.0
96,test,0,0.016273634508252144,0.0
97,test,0,0.0010908115655183792,0.0
98,test,0,0.008238645270466805,0.0
99,test,0,0.014136189594864845,0.0
100,test,0,0.013947023078799248,0.0
101,test,0,0.001224106177687645,0.0
102,test,0,0.013640323653817177,0.0
103,test,0,0.016003502532839775,0.0
104,test,0,0.027292603626847267,0.0
105,test,0,0.048341698944568634,0.0
106,test,0,0.07319999486207962,0.0
107,test,0,0.10063064843416214,0.0
108,test,0,0.06117597967386246,0.0
109,test,0,0.02012406848371029,0.0
110,test,0,0.03675384819507599,0.0
111,test,0,0.07496196031570435,0.0
112,test,0,0.05758164823055267,0.0
113,test,0,0.00424979068338871,0.0
114,test,0,0.0015708673745393753,0.0
115,test,0,0.025665557011961937,0.0
116,test,0,0.01993090845644474,0.0
117,test,0,0.007362989708781242,0.0
118,test,0,0.008824178948998451,0.0
119,test,0,0.04392465204000473,0.0
120,test,0,0.05436839163303375,0.0
121,test,0,0.0289973933249712,0.0
122,test,0,0.02562555857002735,0.0
123,test,0,0.07939521223306656,0.0
124,test,0,0.012186652049422264,0.0
125,test,0,0.04480019211769104,0.0
126,test,0,0.050300173461437225,0.0
127,test,0,0.009687816724181175,0.0
128,test,0,0.05293293297290802,0.0
129,test,0,0.02695193700492382,0.0
130,test,0,0.0029942449182271957,0.0
131,test,0,0.002120204269886017,0.0
132,test,0,0.0017277058213949203,0.0
133,test,0,0.03102382831275463,0.0
134,test,0,0.05764696002006531,0.0
135,test,0,0.021369336172938347,0.0
136,test,0,0.028137007728219032,0.0
137,test,0,0.021803757175803185,0.0
138,test,0,0.008248228579759598,0.0
139,test,0,0.007058929651975632,0.0
140,test,0,0.010881228372454643,0.0
141,test,0,0.013395274057984352,0.0
142,test,0,0.012892607599496841,0.0
143,test,0,0.014750344678759575,0.0
144,test,0,0.011394323781132698,0.0
145,test,0,0.012350289151072502,0.0
146,test,0,0.010932764038443565,0.0
147,test,0,0.006412258371710777,0.0
148,test,0,0.005658445879817009,0.0
149,test,0,0.0043985117226839066,0.0
150,test,0,0.003161480650305748,0.0
151,test,0,0.0023325588554143906,0.0
152,test,0,0.0007290299981832504,0.0
153,test,0,0.0016015972942113876,0.0
154,test,0,0.004280393943190575,0.0
155,test,0,0.006621776148676872,0.0
156,test,0,0.007012495771050453,0.0
157,test,0,0.00973200611770153,0.0
158,test,0,0.011504324153065681,0.0
159,test,0,0.015871921554207802,0.0
160,test,0,0.02830979786813259,0.0
161,test,0,0.03178001940250397,0.0
162,test,0,0.032856933772563934,0.0
163,test,0,0.01298106275498867,0.0
164,test,0,0.0019574034959077835,0.0
165,test,0,0.010482622310519218,0.0
166,test,0,0.02011321298778057,0.0
167,test,0,0.023336103186011314,0.0
168,test,0,0.011491542682051659,0.0
169,test,0,0.0013592224568128586,0.0
170,test,0,0.0005446504801511765,0.0
171,test,0,0.0006082486361265182,0.0
172,test,0,0.003000916913151741,0.0
173,test,0,0.009321050718426704,0.0
174,test,0,0.013691740110516548,0.0
175,test,0,0.004790952429175377,0.0
176,test,0,0.006844526156783104,0.0
177,test,0,0.0011002253741025925,0.0
178,test,0,0.010116545483469963,0.0
179,test,0,0.025052154436707497,0.0
180,test,0,0.026523513719439507,0.0
181,test,0,0.056434452533721924,0.0
182,test,0,0.01017734594643116,0.0
183,test,0,0.03452242165803909,0.0
184,test,0,0.04175584018230438,0.0
185,test,0,0.02792111225426197,0.0
186,test,0,0.040084466338157654,0.0
187,test,0,0.027965502813458443,0.0
188,test,0,0.07429083436727524,0.0
189,test,0,0.10694706439971924,0.0
190,test,0,0.050800494849681854,0.0
191,test,0,0.11913508176803589,0.0
192,test,0,0.1652265042066574,0.0
193,test,0,0.06718728691339493,0.0
194,test,0,0.0006835479289293289,0.0
195,test,0,0.009719083085656166,0.0
196,test,0,0.05964277684688568,0.0
197,test,0,0.11991328001022339,0.0
198,test,0,0.1319781094789505,0.0
199,test,0,0.04488663375377655,0.0
200,test,0,0.04758692532777786,0.0
201,test,0,0.06290873885154724,0.0
202,test,0,0.017024701461195946,0.0
203,test,0,0.00953477993607521,0.0
204,test,0,0.013487624004483223,0.0
205,test,0,0.023979591205716133,0.0
206,test,0,0.02608569897711277,0.0
207,test,0,0.02978941984474659,0.0
208,test,0,0.04121348261833191,0.0
209,test,0,0.02772754617035389,0.0
210,test,0,0.009586041793227196,0.0
211,test,0,0.014619791880249977,0.0
212,test,0,0.015513179823756218,0.0
213,test,0,0.013635605573654175,0.0
214,test,0,0.0195662472397089,0.0
215,test,0,0.021461257711052895,0.0
216,test,0,0.020301656797528267,0.0
217,test,0,0.026523245498538017,0.0
218,test,0,0.021425412967801094,0.0
219,test,0,0.009873488917946815,0.0
220,test,0,0.012460803613066673,0.0
221,test,0,0.01036691851913929,0.0
222,test,0,0.007768915966153145,0.0
223,test,0,0.004782294854521751,0.0
224,test,0,0.0017083492130041122,0.0
225,test,0,0.0014124084264039993,0.0
226,test,0,0.0020189639180898666,0.0
227,test,0,0.0020421426743268967,0.0
228,test,0,0.006651202216744423,0.0
229,test,0,0.007480977103114128,0.0
230,test,0,0.002775663509964943,0.0
231,test,0,0.015359895303845406,0.0
232,test,0,0.01133858971297741,0.0
233,test,0,0.022769762203097343,0.0
234,test,0,0.0151445884257555,0.0
235,test,0,0.012261832132935524,0.0
236,test,0,0.007261572405695915,0.0
237,test,0,0.01462106965482235,0.0
238,test,0,0.008519379422068596,0.0
239,test,0,0.011190583929419518,0.0
240,test,0,0.014310294762253761,0.0
241,test,0,0.010471174493432045,0.0
242,test,0,0.0023096445947885513,0.0
243,test,0,0.013300525024533272,0.0
244,test,0,0.019477875903248787,0.0
245,test,0,0.022967251017689705,0.0
246,test,0,0.03680666536092758,0.0
247,test,0,0.059166133403778076,0.0
248,test,0,0.07221630960702896,0.0
249,test,0,0.03185098618268967,0.0
250,test,0,0.0006654579192399979,0.0
251,test,0,0.007084934040904045,0.0
252,test,0,0.015443814918398857,0.0
253,test,0,0.01150357536971569,0.0
254,test,0,0.005660301074385643,0.0
255,test,0,0.023594988510012627,0.0
256,test,0,0.03029569610953331,0.0
257,test,0,0.027893919497728348,0.0
258,test,0,0.021956633776426315,0.0
259,test,0,0.01928878389298916,0.0
