step,mode,loss,angle_error(rad),distance(m)
1,test,0,0.05798446387052536,0.0
2,test,0,0.05824951082468033,0.0
3,test,0,0.058811649680137634,0.0
4,test,0,0.0513930469751358,0.0
5,test,0,0.038258325308561325,0.0
6,test,0,0.02876928262412548,0.0
7,test,0,0.022139206528663635,0.0
8,test,0,0.01235187891870737,0.0
9,test,0,0.014689822681248188,0.0
10,test,0,0.01909506693482399,0.0
11,test,0,0.017316851764917374,0.0
12,test,0,0.01718803495168686,0.0
13,test,0,0.011310667730867863,0.0
14,test,0,0.014924107119441032,0.0
15,test,0,0.023683831095695496,0.0
16,test,0,0.025344442576169968,0.0
17,test,0,0.025439608842134476,0.0
18,test,0,0.028505126014351845,0.0
19,test,0,0.032721877098083496,0.0
20,test,0,0.036455187946558,0.0
21,test,0,0.04091436788439751,0.0
22,test,0,0.04455934464931488,0.0
23,test,0,0.06043568626046181,0.0
24,test,0,0.0888315886259079,0.0
25,test,0,0.09665797650814056,0.0
26,test,0,0.0981648713350296,0.0
27,test,0,0.08392181992530823,0.0
28,test,0,0.08317020535469055,0.0
29,test,0,0.08366890251636505,0.0
30,test,0,0.07915741205215454,0.0
31,test,0,0.07322768867015839,0.0
32,test,0,0.0670693963766098,0.0
33,test,0,0.05240483209490776,0.0
34,test,0,0.040541451424360275,0.0
35,test,0,0.06658177077770233,0.0
36,test,0,0.08906495571136475,0.0
37,test,0,0.06359346210956573,0.0
38,test,0,0.037394385784864426,0.0
39,test,0,0.018716424703598022,0.0
40,test,0,0.05241386219859123,0.0
41,test,0,0.0682491585612297,0.0
42,test,0,0.06531248986721039,0.0
43,test,0,0.07696600258350372,0.0
44,test,0,0.08949963748455048,0.0
45,test,0,0.1046505719423294,0.0
46,test,0,0.08150646090507507,0.0
47,test,0,0.054397597908973694,0.0
48,test,0,0.026593908667564392,0.0
49,test,0,0.04007299989461899,0.0
50,test,0,0.050142042338848114,0.0
51,test,0,0.06169191375374794,0.0
52,test,0,0.051510002464056015,0.0
53,test,0,0.06383256614208221,0.0
54,test,0,0.04480684921145439,0.0
55,test,0,0.04964227229356766,0.0
56,test,0,0.055781226605176926,0.0
57,test,0,0.05446897819638252,0.0
58,test,0,0.049332477152347565,0.0
59,test,0,0.03701166436076164,0.0
60,test,0,0.022123493254184723,0.0
61,test,0,0.019113395363092422,0.0
62,test,0,0.008360346779227257,0.0
63,test,0,0.014776351861655712,0.0
64,test,0,0.02723972499370575,0.0
65,test,0,0.0502958819270134,0.0
66,test,0,0.09862685203552246,0.0
67,test,0,0.127141535282135,0.0
68,test,0,0.1259276121854782,0.0
69,test,0,0.10132770240306854,0.0
70,test,0,0.07654748857021332,0.0
71,test,0,0.04619549214839935,0.0
72,test,0,0.010362502187490463,0.0
73,test,0,0.007851973176002502,0.0
74,test,0,0.08217321336269379,0.0
75,test,0,0.08210420608520508,0.0
76,test,0,0.00017876550555229187,0.0
77,test,0,0.1176149994134903,0.0
78,test,0,0.51227205991745,0.0
79,test,0,0.19718769192695618,0.0
80,test,0,0.24267101287841797,0.0
81,test,0,0.08547894656658173,0.0
82,test,0,0.0872231274843216,0.0
83,test,0,0.08844774961471558,0.0
84,test,0,0.08824816346168518,0.0
85,test,0,0.09342750906944275,0.0
86,test,0,0.08866921067237854,0.0
87,test,0,0.08929885923862457,0.0
88,test,0,0.09675878286361694,0.0
89,test,0,0.0928376317024231,0.0
90,test,0,0.09026949107646942,0.0
91,test,0,0.09019696712493896,0.0
92,test,0,0.09376545250415802,0.0
93,test,0,0.09846389293670654,0.0
94,test,0,0.08878804743289948,0.0
95,test,0,0.09193767607212067,0.0
96,test,0,0.09071671962738037,0.0
97,test,0,0.09374809265136719,0.0
98,test,0,0.09285016357898712,0.0
99,test,0,0.09290298819541931,0.0
100,test,0,0.09232920408248901,0.0
101,test,0,0.0953151285648346,0.0
102,test,0,0.09410883486270905,0.0
103,test,0,0.09399022161960602,0.0
104,test,0,0.09502290189266205,0.0
105,test,0,0.10051791369915009,0.0
106,test,0,0.09514093399047852,0.0
107,test,0,0.09779363870620728,0.0
108,test,0,0.09509669244289398,0.0
109,test,0,0.09673850238323212,0.0
110,test,0,0.09033194184303284,0.0
111,test,0,0.09613977372646332,0.0
112,test,0,0.09659512341022491,0.0
113,test,0,0.09847545623779297,0.0
114,test,0,0.09881101548671722,0.0
115,test,0,0.09761609137058258,0.0
116,test,0,0.0974174290895462,0.0
117,test,0,0.09824156761169434,0.0
118,test,0,0.09841904044151306,0.0
119,test,0,0.09631204605102539,0.0
120,test,0,0.09857484698295593,0.0
121,test,0,0.10003596544265747,0.0
122,test,0,0.09853886067867279,0.0
123,test,0,0.09900711476802826,0.0
124,test,0,0.09855909645557404,0.0
125,test,0,0.10222522914409637,0.0
126,test,0,0.09707815945148468,0.0
127,test,0,0.10310123860836029,0.0
128,test,0,0.10322846472263336,0.0
129,test,0,0.09808485209941864,0.0
130,test,0,0.10347601771354675,0.0
131,test,0,0.10420745611190796,0.0
132,test,0,0.10141727328300476,0.0
133,test,0,0.099607914686203,0.0
134,test,0,0.1019059419631958,0.0
135,test,0,0.10974496603012085,0.0
136,test,0,0.10236820578575134,0.0
137,test,0,0.10169327259063721,0.0
138,test,0,0.10209779441356659,0.0
139,test,0,0.1040450930595398,0.0
140,test,0,0.10298769176006317,0.0
141,test,0,0.10266144573688507,0.0
142,test,0,0.09681369364261627,0.0
143,test,0,0.10358871519565582,0.0
144,test,0,0.10333430767059326,0.0
145,test,0,0.10334949195384979,0.0
146,test,0,0.32995012402534485,0.0
147,test,0,0.1527073085308075,0.0
148,test,0,0.03357125073671341,0.0
149,test,0,0.1226932555437088,0.0
150,test,0,0.13051462173461914,0.0
151,test,0,0.09037047624588013,0.0
152,test,0,0.019820157438516617,0.0
153,test,0,0.020111434161663055,0.0
154,test,0,0.01848454959690571,0.0
155,test,0,0.006519312039017677,0.0
156,test,0,0.024927515536546707,0.0
157,test,0,0.025034893304109573,0.0
158,test,0,0.010367188602685928,0.0
159,test,0,0.0027128495275974274,0.0
160,test,0,0.003835553303360939,0.0
161,test,0,0.009608430787920952,0.0
162,test,0,0.014285963028669357,0.0
163,test,0,0.008073471486568451,0.0
164,test,0,0.0038031842559576035,0.0
165,test,0,0.00419427827000618,0.0
166,test,0,0.0011682696640491486,0.0
167,test,0,0.004731360822916031,0.0
168,test,0,0.008584367111325264,0.0
169,test,0,0.01093227043747902,0.0
170,test,0,0.01097477599978447,0.0
171,test,0,0.011374827474355698,0.0
172,test,0,0.012325409799814224,0.0
173,test,0,0.016407128423452377,0.0
174,test,0,0.016398649662733078,0.0
175,test,0,0.012826420366764069,0.0
176,test,0,0.0020875781774520874,0.0
177,test,0,0.0007417276501655579,0.0
178,test,0,0.007300674915313721,0.0
179,test,0,0.011714836582541466,0.0
180,test,0,0.013702437281608582,0.0
181,test,0,0.01153043657541275,0.0
182,test,0,0.007913094013929367,0.0
183,test,0,0.0013839788734912872,0.0
184,test,0,0.0009749475866556168,0.0
185,test,0,0.0013572145253419876,0.0
186,test,0,0.0071199145168066025,0.0
187,test,0,0.017734775319695473,0.0
188,test,0,0.029312558472156525,0.0
189,test,0,0.05367743596434593,0.0
190,test,0,0.061056409031152725,0.0
191,test,0,0.05223633348941803,0.0
192,test,0,0.04590551182627678,0.0
193,test,0,0.04928265139460564,0.0
194,test,0,0.04514756426215172,0.0
195,test,0,0.042692773044109344,0.0
196,test,0,0.020675789564847946,0.0
197,test,0,0.04036737233400345,0.0
198,test,0,0.01565207540988922,0.0
199,test,0,0.010251596570014954,0.0
200,test,0,0.013239789754152298,0.0
201,test,0,7.74487853050232e-06,0.0
202,test,0,0.03362269699573517,0.0
203,test,0,0.07657422125339508,0.0
204,test,0,0.10075230896472931,0.0
205,test,0,0.0854378342628479,0.0
206,test,0,0.07557686418294907,0.0
207,test,0,0.04152711480855942,0.0
208,test,0,0.06706441938877106,0.0
209,test,0,0.13371752202510834,0.0
210,test,0,0.11553411185741425,0.0
211,test,0,0.0154647808521986,0.0
212,test,0,0.00701436772942543,0.0
213,test,0,0.058107633143663406,0.0
214,test,0,0.04877869412302971,0.0
215,test,0,0.020183656364679337,0.0
216,test,0,0.014445677399635315,0.0
217,test,0,0.002828480675816536,0.0
218,test,0,0.019165337085723877,0.0
219,test,0,0.03587738797068596,0.0
220,test,0,0.026729758828878403,0.0
221,test,0,0.0021049585193395615,0.0
222,test,0,0.03162494674324989,0.0
223,test,0,0.09113244712352753,0.0
224,test,0,0.10313421487808228,0.0
225,test,0,0.04868176206946373,0.0
226,test,0,0.017119653522968292,0.0
227,test,0,0.009188435971736908,0.0
228,test,0,0.003454431891441345,0.0
229,test,0,0.019458148628473282,0.0
230,test,0,0.036501694470644,0.0
231,test,0,0.06703835725784302,0.0
232,test,0,0.09405544400215149,0.0
233,test,0,0.06977933645248413,0.0
234,test,0,0.06892170011997223,0.0
235,test,0,0.019388090819120407,0.0
236,test,0,0.04535238817334175,0.0
237,test,0,0.05695727840065956,0.0
238,test,0,0.027552388608455658,0.0
239,test,0,0.0014948546886444092,0.0
240,test,0,0.01917293667793274,0.0
241,test,0,0.016209442168474197,0.0
242,test,0,0.012971919029951096,0.0
243,test,0,0.010368971154093742,0.0
244,test,0,0.0442226342856884,0.0
245,test,0,0.07474039494991302,0.0
246,test,0,0.11841884255409241,0.0
247,test,0,0.19123628735542297,0.0
248,test,0,0.22653967142105103,0.0
249,test,0,0.21889910101890564,0.0
250,test,0,0.14232490956783295,0.0
251,test,0,0.10429775714874268,0.0
252,test,0,0.0634741485118866,0.0
253,test,0,0.03477048873901367,0.0
254,test,0,0.018947187811136246,0.0
255,test,0,0.013035483658313751,0.0
256,test,0,0.007141117937862873,0.0
257,test,0,0.029431190341711044,0.0
258,test,0,0.0486103892326355,0.0
259,test,0,0.06278389692306519,0.0
260,test,0,0.07840484380722046,0.0
261,test,0,0.08902294933795929,0.0
262,test,0,0.10174956917762756,0.0
263,test,0,0.12458735704421997,0.0
