step,mode,loss,angle_error(rad),distance(m)
1,test,0,0.03584210202097893,0.0
2,test,0,0.035816360265016556,0.0
3,test,0,0.03577850013971329,0.0
4,test,0,0.03631969168782234,0.0
5,test,0,0.038615260273218155,0.0
6,test,0,0.04119062051177025,0.0
7,test,0,0.04256405681371689,0.0
8,test,0,0.0425967201590538,0.0
9,test,0,0.04293457791209221,0.0
10,test,0,0.041233569383621216,0.0
11,test,0,0.041960496455430984,0.0
12,test,0,0.04430922493338585,0.0
13,test,0,0.04707028344273567,0.0
14,test,0,0.04893854260444641,0.0
15,test,0,0.05608639121055603,0.0
16,test,0,0.06277360022068024,0.0
17,test,0,0.06558679044246674,0.0
18,test,0,0.06298499554395676,0.0
19,test,0,0.04778125137090683,0.0
20,test,0,0.041055403649806976,0.0
21,test,0,0.035452134907245636,0.0
22,test,0,0.03088769130408764,0.0
23,test,0,0.026685554534196854,0.0
24,test,0,0.021514063701033592,0.0
25,test,0,0.02069780044257641,0.0
26,test,0,0.019071757793426514,0.0
27,test,0,0.01672680675983429,0.0
28,test,0,0.01601436920464039,0.0
29,test,0,0.011024143546819687,0.0
30,test,0,0.006611573975533247,0.0
31,test,0,0.003541443031281233,0.0
32,test,0,0.00478397449478507,0.0
33,test,0,0.0042632403783500195,0.0
34,test,0,0.0035085822455585003,0.0
35,test,0,0.00540273217484355,0.0
36,test,0,0.01609955169260502,0.0
37,test,0,0.025728445500135422,0.0
38,test,0,0.03265524283051491,0.0
39,test,0,0.03834318369626999,0.0
40,test,0,0.041942059993743896,0.0
41,test,0,0.0480860210955143,0.0
42,test,0,0.05669145658612251,0.0
43,test,0,0.054033853113651276,0.0
44,test,0,0.05081525444984436,0.0
45,test,0,0.04371894523501396,0.0
46,test,0,0.04021385684609413,0.0
47,test,0,0.043157126754522324,0.0
48,test,0,0.04573563486337662,0.0
49,test,0,0.04203289374709129,0.0
