y,x
0.180441464483738,1
0.482685938725869,2
0.137454439948002,3
0.115585417300463,4
0.121566409990191,5
0.106303403029839,6
0.090842753152053,7
0.07966854100426,8
0.071736526116729,9
0.066714752962192,10
0.064164628336827,11
0.063385553533832,12
0.063171180213491,13
0.06257784627378,14
0.061499852935473,15
0.060160661861301,16
0.058826191474994,17
0.057783091192444,18
0.057103452210625,19
0.05660725745062,20
0.056093421578407,21
0.055464150632421,22
0.054691218212247,23
0.053829501445095,24
0.053015621627371,25
0.052357261627913,26
0.05184960278372,27
0.05142521734039,28
0.051020327831308,29
0.05058301538229,30
0.050086323916912,31
0.049555931861202,32
0.04904278020064,33
0.048568221429984,34
0.048129056021571,35
0.047723636776209,36
0.047342381378015,37
0.046962730089823,38
0.046578408405185,39
0.046200890963276,40
0.045839451253414,41
0.045498917996883,42
0.045183351139228,43
0.044883083552122,44
0.044582059855263,45
0.044280128429333,46
0.043987832590938,47
0.043709784373641,48
0.043444304789106,49
0.043186478689313,50
0.042929154634476,51
0.042673071473837,52
0.042428268119693,53
0.042199354494612,54
0.041980570927262,55
0.041765290747086,56
0.041550019818048,57
0.041336082542936,58
0.04112879584233,59
0.040930644050241,60
0.040738501399756,61
0.040549785022934,62
0.040364701983829,63
0.040182858519256,64
0.040004536882043,65
0.039829511505862,66
0.039656911976636,67
0.039486886685093,68
0.039320900725822,69
0.039158999236922,70
0.039000825211406,71
0.038845225858192,72
0.038690544540684,73
0.038537004776299,74
0.038386189130445,75
0.03823878125598,76
0.0380944006145,77
0.03795176576823,78
0.037810274275641,79
0.037670794563989,80
0.037533967631559,81
0.037399009428918,82
0.037265511664252,83
0.037133475144704,84
0.037003075269361,85
0.036874346993864,86
0.036747088780006,87
0.036621341233452,88
0.036497389525175,89
0.036374958480398,90
0.036253626085818,91
0.036133330625792,92
0.036014332932731,93
0.035896947359045,94
0.035781130815546,95
0.035666588197152,96
0.035553048116466,97
0.035440467918913,98
0.035329165185491,99
0.035219171022376,100
0.035110318101943,101
0.035002488394578,102
0.034895719774067,103
0.034790076191227,104
0.034685436139504,105
0.03458170623829,106
0.034479018549124,107
0.034377289439241,108
0.034276428942879,109
0.034176378448804,110
0.034077163723608,111
0.033978755710026,112
0.033881129324436,113
0.033784393096964,114
0.033688626003762,115
0.033593730566402,116
0.033499709578852,117
0.033406436940034,118
0.033313950151205,119
0.03322227889051,120
0.033131425579389,121
0.033041290380061,122
0.032951916754246,123
0.032863247518738,124
0.032775317753355,125
0.032688173775872,126
0.032601768399278,127
0.032516095104317,128
0.032431129614512,129
0.032346841134131,130
0.032263205448787,131
0.032180272353192,132
0.032097936918338,133
0.03201615686218,134
0.031934945036968,135
0.031854303181172,136
0.031774264822404,137
0.031694791776439,138
0.031615850826105,139
0.031537455506623,140
0.031459657661617,141
0.031382417927186,142
0.031305742884676,143
0.031229609251022,144
0.031153972012301,145
0.031078800124427,146
0.031004098678629,147
0.030929877050221,148
0.03085615032663,149
0.030782901868224,150
0.030710113483171,151
0.030637793242931,152
0.030565956110756,153
0.030494578927755,154
0.030423681872587,155
0.030353277176619,156
0.030283311568201,157
0.030213801314434,158
0.030144729961952,159
0.030076052124302,160
0.030007769105335,161
0.029939879477024,162
0.029872421485682,163
0.029805361789962,164
0.029738706474503,165
0.029672447281579,166
0.029606562045713,167
0.029541051511963,168
0.029475929525991,169
0.029411205090582,170
0.029346866905689,171
0.029282886783282,172
0.029219248828789,173
0.029155941742162,174
0.029092947828273,175
0.029030286458631,176
0.028967985448738,177
0.02890601468583,178
0.028844385035336,179
0.028783107114335,180
0.028722160247465,181
0.028661543006698,182
0.028601229377091,183
0.02854120147725,184
0.028481493890286,185
0.028422079297404,186
0.028362960430483,187
0.028304117793838,188
0.028245545737445,189
0.028187284370264,190
0.028129320157071,191
0.028071651980281,192
0.0280142735069,193
0.027957192932566,194
0.027900397467117,195
0.027843888724844,196
0.027787673783799,197
0.027731717253725,198
0.027676061975459,199
0.027620683299999,200
0.027565575639407,201
0.027510750293732,202
0.027456201985478,203
0.027401931273441,204
0.027347912328939,205
0.027294174333414,206
0.027240708904962,207
0.027187513684233,208
0.027134592148165,209
0.027081942806641,210
0.027029556781054,211
0.026977417680125,212
0.026925529415409,213
0.02687386777252,214
0.026822438277304,215
0.026771259990831,216
0.026720304042101,217
0.026669596880674,218
0.026619110815227,219
0.026568853979309,220
0.026518813396494,221
0.026468999062975,222
0.026419416132073,223
0.026370071185132,224
0.02632095310837,225
0.026272069041928,226
0.026223424635828,227
0.026175008217494,228
0.026126803644002,229
