y,x
0.128643959884842,1
0.489601617058118,2
0.091108461345236,3
0.065033848645787,4
0.094465636461973,5
0.075127376243472,6
0.04644924433281,7
0.029821110827228,8
0.023830050385247,9
0.022350189524392,10
0.022142600920051,11
0.021935473289341,12
0.021334100297342,13
0.020346678979695,14
0.019176606461406,15
0.018051244039089,16
0.017124276173612,17
0.016452114935964,18
0.015997321344912,19
0.015693863698592,20
0.015491171988348,21
0.015346501488239,22
0.01521551143378,23
0.015057833927373,24
0.014859012762706,25
0.014627746740977,26
0.014387955454489,27
0.014162288978696,28
0.013963208906353,29
0.013793967757374,30
0.013650848995894,31
0.013526808967193,32
0.0134147016642,33
0.013308411867668,34
0.013204445689917,35
0.013102598612507,36
0.013004382823904,37
0.012911234951268,38
0.012822928869476,39
0.012736732978374,40
0.012649510148913,41
0.012560155801475,42
0.012470503182461,43
0.012384517149379,44
0.012305442305903,45
0.012234040567031,46
0.012168555427343,47
0.012105735577643,48
0.012043343018741,49
0.011980845096211,50
0.011918980566164,51
0.011858661379665,52
0.011800160259009,53
0.011742848375192,54
0.011685792915523,55
0.011628631440302,56
0.011571802726636,57
0.011516236234456,58
0.01146267487978,59
0.011411412960539,60
0.011362259152035,61
0.011314628800998,62
0.011267850454897,63
0.011221517684559,64
0.011175297914694,65
0.011129184532911,66
0.011083329562098,67
0.011037992872298,68
0.0109933658503,69
0.010949432011694,70
0.010906130137543,71
0.010863443370909,72
0.010821370066454,73
0.010779940554251,74
0.010739182494581,75
0.010699032836904,76
0.010659315592299,77
0.010619868493329,78
0.010580682940781,79
0.010541775760551,80
0.010503248373668,81
0.010465137815724,82
0.01042746497939,83
0.010390215429167,84
0.010353364019344,85
0.01031693375359,86
0.010280836559832,87
0.010245055115471,88
0.010209536769738,89
0.010174297696601,90
0.010139372882744,91
0.010104750314107,92
0.010070450091735,93
0.010036500729621,94
0.01000289421839,95
0.009969575051218,96
0.009936549204091,97
0.009903804088632,98
0.009871305106208,99
0.009839033444102,100
0.009807007169972,101
0.009775260897974,102
0.009743778112655,103
0.009712568748122,104
0.009681647627925,105
0.009650996653363,106
0.009620565284664,107
0.009590334321062,108
0.009560327542325,109
0.009530546314394,110
0.009501002930726,111
0.009471708241229,112
0.009442671729873,113
0.009413886240994,114
0.009385324238489,115
0.009356983425096,116
0.00932884492601,117
0.009300899365917,118
0.00927313103651,119
0.009245559681828,120
0.009218179946765,121
0.009190991800278,122
0.009163999712716,123
0.009137213043869,124
0.009110626718029,125
0.009084248635918,126
0.009058065914238,127
0.009032092864315,128
0.00900629471677,129
0.008980670757592,130
0.008955230905364,131
0.008929956378415,132
0.008904862108951,133
0.008879948655764,134
0.00885523649243,135
0.008830699743703,136
0.008806341451903,137
0.008782167872414,138
0.008758144934351,139
0.008734266615162,140
0.008710529794917,141
0.00868696407415,142
0.008663566565762,143
0.008640331355855,144
0.008617238250251,145
0.008594305316607,146
0.00857152066504,147
0.008548889883483,148
0.00852640325514,149
0.00850405242915,150
0.008481826912612,151
0.008459759332861,152
0.008437848106648,153
0.008416092426827,154
0.008394480030984,155
0.008373007100696,156
0.008351657353342,157
0.008330435321356,158
0.008309334795922,159
0.008288335831215,160
0.008267459118118,161
0.008246693791201,162
0.008226062171161,163
0.008205563947558,164
0.008185187928999,165
0.008164923762282,166
0.008144786674529,167
0.008124771450336,168
0.008104874705896,169
0.008085093585153,170
0.008065411976228,171
0.008045839766661,172
0.008026369769747,173
0.008006999098385,174
0.00798773545151,175
0.007968581343691,176
0.007949540686483,177
0.007930594108378,178
0.007911728493248,179
0.007892948777104,180
0.007874268790086,181
0.00785568569166,182
0.007837205193937,183
0.007818836532533,184
0.007800572598353,185
0.007782398971419,186
0.007764315837994,187
0.007746317160005,188
0.007728407221536,189
0.007710585991542,190
0.00769286621362,191
0.00767525487269,192
0.007657735686128,193
0.007640297260756,194
0.007622945168987,195
0.007605686271563,196
0.007588525830458,197
0.00757146794349,198
0.007554504197712,199
0.007537634779389,200
0.007520846075689,201
0.007504149309049,202
0.007487550890073,203
0.007471038463215,204
0.007454619448011,205
0.007438277996456,206
0.007422016607597,207
0.007405837516611,208
0.007389748794958,209
0.007373737202336,210
0.007357800162087,211
0.007341930146019,212
0.007326119781161,213
0.00731038620385,214
0.00729473096629,215
0.007279140983398,216
0.007263608602807,217
0.007248151814565,218
0.007232777991643,219
0.007217479621371,220
0.007202256207044,221
0.007187105234091,222
0.00717202766488,223
0.007157021077971,224
0.007142084045336,225
0.007127212360501,226
0.007112406690915,227
0.007097665034234,228
0.007082993242269,229
0.007068393100053,230
0.007053865554432,231
0.00703939901044,232
