step,mode,loss,angle_error(rad),distance(m)
1,test,0,0.15159524977207184,0.0
2,test,0,0.15222889184951782,0.0
3,test,0,0.15173567831516266,0.0
4,test,0,0.15168674290180206,0.0
5,test,0,0.040998686105012894,0.0
6,test,0,0.010347088798880577,0.0
7,test,0,0.02835202030837536,0.0
8,test,0,0.02745692990720272,0.0
9,test,0,0.0277265515178442,0.0
10,test,0,0.04208654165267944,0.0
11,test,0,0.05530674755573273,0.0
12,test,0,0.04522933065891266,0.0
13,test,0,0.011303769424557686,0.0
14,test,0,0.007848769426345825,0.0
15,test,0,0.009182741865515709,0.0
16,test,0,0.008486604318022728,0.0
17,test,0,0.009677091613411903,0.0
18,test,0,0.010572360828518867,0.0
19,test,0,0.009807372465729713,0.0
20,test,0,0.00783565454185009,0.0
21,test,0,0.009474238380789757,0.0
22,test,0,0.011782797053456306,0.0
23,test,0,0.023865049704909325,0.0
24,test,0,0.03462148457765579,0.0
25,test,0,0.041255854070186615,0.0
26,test,0,0.0507752001285553,0.0
27,test,0,0.2963346838951111,0.0
28,test,0,0.2766909599304199,0.0
29,test,0,0.04709980636835098,0.0
30,test,0,0.018520133569836617,0.0
31,test,0,0.031946755945682526,0.0
32,test,0,0.025334997102618217,0.0
33,test,0,0.017271583899855614,0.0
34,test,0,0.018934061750769615,0.0
35,test,0,0.021471308544278145,0.0
36,test,0,0.018830010667443275,0.0
37,test,0,0.015717575326561928,0.0
38,test,0,0.010712629184126854,0.0
39,test,0,0.001622239127755165,0.0
40,test,0,0.005395160987973213,0.0
41,test,0,0.009800905361771584,0.0
42,test,0,0.0067475344985723495,0.0
43,test,0,0.02812543325126171,0.0
44,test,0,0.027843495830893517,0.0
45,test,0,0.007667114958167076,0.0
46,test,0,0.014626231044530869,0.0
47,test,0,0.03985404968261719,0.0
48,test,0,0.0013172570616006851,0.0
49,test,0,0.025488929823040962,0.0
50,test,0,0.03524964302778244,0.0
51,test,0,0.06898032128810883,0.0
52,test,0,0.01803882233798504,0.0
53,test,0,0.051832497119903564,0.0
54,test,0,0.0247508455067873,0.0
55,test,0,0.04225006699562073,0.0
56,test,0,0.005603993311524391,0.0
57,test,0,0.040947750210762024,0.0
58,test,0,0.032342247664928436,0.0
59,test,0,0.04218221455812454,0.0
60,test,0,0.0228999312967062,0.0
61,test,0,0.01814834214746952,0.0
62,test,0,0.09886867552995682,0.0
63,test,0,0.000759785994887352,0.0
64,test,0,0.01914539746940136,0.0
65,test,0,0.04960361868143082,0.0
66,test,0,0.04189039766788483,0.0
67,test,0,0.03250296413898468,0.0
68,test,0,0.041613563895225525,0.0
69,test,0,0.018549906089901924,0.0
70,test,0,0.007848365232348442,0.0
71,test,0,0.0032903477549552917,0.0
72,test,0,0.03687993437051773,0.0
73,test,0,0.058377183973789215,0.0
74,test,0,0.03309477120637894,0.0
75,test,0,0.026546286419034004,0.0
76,test,0,0.013815509155392647,0.0
77,test,0,0.013384515419602394,0.0
78,test,0,0.0006288271397352219,0.0
79,test,0,0.008993284776806831,0.0
80,test,0,0.0137930978089571,0.0
81,test,0,0.00941198319196701,0.0
82,test,0,0.011715300381183624,0.0
83,test,0,0.010995836928486824,0.0
84,test,0,0.009374653920531273,0.0
85,test,0,0.009647691622376442,0.0
86,test,0,0.006053494289517403,0.0
87,test,0,0.007492268458008766,0.0
88,test,0,0.009641645476222038,0.0
89,test,0,0.00641469843685627,0.0
90,test,0,0.008580086752772331,0.0
91,test,0,0.00909176655113697,0.0
92,test,0,0.008967401459813118,0.0
93,test,0,0.011067936196923256,0.0
94,test,0,0.010918540880084038,0.0
95,test,0,0.013912925496697426,0.0
96,test,0,0.013155845925211906,0.0
97,test,0,0.0017875637859106064,0.0
98,test,0,0.0007510315626859665,0.0
99,test,0,0.0025389883667230606,0.0
100,test,0,0.0010274890810251236,0.0
101,test,0,0.0005743708461523056,0.0
102,test,0,0.0009181667119264603,0.0
103,test,0,0.0034048613160848618,0.0
104,test,0,0.006388483569025993,0.0
105,test,0,0.009980155155062675,0.0
106,test,0,0.011539971455931664,0.0
107,test,0,0.014746183529496193,0.0
108,test,0,0.01917109824717045,0.0
109,test,0,0.021170949563384056,0.0
110,test,0,0.015711819753050804,0.0
111,test,0,0.001639166846871376,0.0
112,test,0,0.008108841255307198,0.0
113,test,0,0.013414504006505013,0.0
114,test,0,0.01636446826159954,0.0
115,test,0,0.002338474616408348,0.0
116,test,0,0.009408896788954735,0.0
117,test,0,0.015139544382691383,0.0
118,test,0,0.02200816385447979,0.0
119,test,0,0.04293111711740494,0.0
120,test,0,0.06737492978572845,0.0
121,test,0,0.09590250253677368,0.0
122,test,0,0.06692035496234894,0.0
123,test,0,0.0032547172158956528,0.0
124,test,0,0.020795760676264763,0.0
125,test,0,0.08451755344867706,0.0
126,test,0,0.05914973467588425,0.0
127,test,0,0.005614543333649635,0.0
128,test,0,0.0032977890223264694,0.0
129,test,0,0.015308024361729622,0.0
130,test,0,0.0009025018662214279,0.0
131,test,0,0.0019490942358970642,0.0
132,test,0,0.004105722531676292,0.0
133,test,0,0.028395837172865868,0.0
134,test,0,0.046233758330345154,0.0
135,test,0,0.04683728516101837,0.0
136,test,0,0.012844249606132507,0.0
137,test,0,0.07100328803062439,0.0
138,test,0,0.024034058675169945,0.0
139,test,0,0.027554964646697044,0.0
140,test,0,0.054273635149002075,0.0
141,test,0,0.045254580676555634,0.0
142,test,0,0.04808121919631958,0.0
143,test,0,0.036299847066402435,0.0
144,test,0,0.0005727354437112808,0.0
145,test,0,0.0008488968014717102,0.0
146,test,0,0.002512682229280472,0.0
147,test,0,0.014686020091176033,0.0
148,test,0,0.05576111376285553,0.0
149,test,0,0.035335294902324677,0.0
150,test,0,0.0233150627464056,0.0
151,test,0,0.005415173247456551,0.0
152,test,0,0.020671093836426735,0.0
153,test,0,0.0033382046967744827,0.0
154,test,0,0.009969210252165794,0.0
155,test,0,0.012658340856432915,0.0
156,test,0,0.013618992641568184,0.0
157,test,0,0.012595312669873238,0.0
158,test,0,0.01315983198583126,0.0
159,test,0,0.012248968705534935,0.0
160,test,0,0.012334330007433891,0.0
161,test,0,0.007745740935206413,0.0
162,test,0,0.0072137173265218735,0.0
163,test,0,0.003376482054591179,0.0
164,test,0,0.0036337804049253464,0.0
165,test,0,0.002107260748744011,0.0
166,test,0,0.0007250960916280746,0.0
167,test,0,0.0028107743710279465,0.0
