model_1,False,1,3.30306473873946,1.21122511829403
model_2,False,0,2.66248545902058,1.21493782672793
model_3,False,1,7.57554045046941,1.69378049036939
model_4,False,1,3.45725180277365,0.160724493281183
model_5,False,1,9.67277093521378,1.21334165071055
model_6,False,1,17.7160014768044,1.18304138049984
model_7,False,1,33.3764529330562,3.99301013441739
model_8,False,1,3.10289827984075,0.151413001960882
model_9,False,1,6.3726708978977,1.35669920593463
model_10,False,0,1.60971070493175,12.1262471852678
model_11,False,0,1.76686427601494,12.2809049840797
model_12,False,1,4.57690945650315,1.24176451433171
model_13,False,1,7.71894246182362,1.23862392240046
model_14,False,1,33.4774683999067,3.47753836567768
model_15,False,1,3.09818698390584,0.149590586481965
model_16,False,1,7.99840555152166,1.21063802275117
model_17,False,1,3.04970054566618,1.21182031465927
model_18,False,1,3.20410160722932,1.2100095044011
model_19,False,0,2.55037487340059,1.25271705175626
model_20,False,0,1.47077414652252,11.9887025899335
model_21,False,1,3.26790526420015,0.164205690667097
model_22,False,1,11.3272254187847,1.20049577576043
model_23,False,1,2.76113251717257,1.21310501836296
model_24,False,0,2.48190167124942,1.33749252116425
model_25,False,0,2.64636089601596,1.21492887719046
model_26,False,0,0.317481264098928,2.12267264949817
model_27,False,1,4.84147578302941,1.24242156100717
model_28,False,1,9.9391589632164,1.20198390532377
model_29,False,1,5.0361086454749,1.24242152837095
model_30,False,1,9.99497331789696,1.21709242761455
