model_1,False,1,3.3288263521657746,1.2041605534491446
model_2,False,1,5.450337851021474,0.136021817204828
model_3,False,1,4.045493314261064,0.13271714748434654
model_4,False,1,7.510559266664479,-0.06307829746053009
model_5,False,1,4.020286779683666,1.2072348347823558
model_6,False,1,3.874400561750364,0.13110376156528467
model_7,False,1,2.5297162052520257,1.2726973644765964
model_8,False,1,3.444134056708262,1.2043617315635993
model_9,False,1,3.269510759431729,1.2107003717775364
model_10,False,1,3.1968264042150025,1.2094520328271483
