model_1,False,1,4.486163134008006,0.12864543373968498
model_2,False,1,6.320038413702128,1.3981815081038556
model_3,False,1,3.563050969481385,1.1988890088048274
model_4,False,1,6.517094275237394,1.2977350099190559
model_5,False,1,3.21265106562038,0.1266702134740231
model_6,False,1,3.9574335128222886,0.13162537866562055
model_7,False,1,22.72595852021048,0.1447626667334558
model_8,False,1,3.669045749543129,1.201380668763518
model_9,False,1,3.972627578495341,0.1390517339145935
model_10,False,1,6.545715456178368,0.04092581587413808
