model_1,False,1,4.460527522126157,0.1330071257549699
model_2,False,1,3.932368984946353,1.1966975752575728
model_3,False,1,3.2512441481245498,0.12594704530198622
model_4,False,1,3.147827990792448,1.2091371397807262
model_5,False,1,4.166055773326358,0.1306867212549845
model_6,False,1,3.2691605707879576,1.2094388817465924
model_7,False,1,3.8343172299419948,1.1953379378924425
model_8,False,1,6.4278807364951245,-0.45575015115782114
model_9,False,1,28.725546540115683,1.2922135809781432
model_10,False,1,10.69029179193136,0.15244247505486186
