model_1,False,1,3.0535649211447495,11.378725811566046
model_2,False,1,3.0997989399514485,11.495778140713744
model_3,False,1,3.067311275645,11.38637941328409
model_4,False,1,3.103680778243752,11.492839643575568
model_5,False,1,3.0721931071390016,11.388582066506517
model_6,False,1,3.101190213523032,11.50043262319351
model_7,False,1,3.0990574473337857,11.515253614575178
model_8,False,1,3.0702844569831105,11.3828962783271
model_9,False,1,3.0603734779196095,11.382003387639683
model_10,False,1,3.088664992709205,11.46894257892032
