model_1,False,1,3.707168934734188,1.1919423407561716
model_2,False,1,3.8063741364234054,0.14311717739242744
model_4,False,1,12.233446252625317,0.1343547055743995
model_5,False,1,4.493306411060966,0.12326497456164037
model_6,False,1,3.7582343471058164,0.13367788289741367
model_7,False,1,4.915549362302329,0.11068652083739244
model_9,False,1,15.114780927765844,0.05607198925541322
model_10,False,1,4.204201018424925,1.228632292925509
model_1,False,1,3.727163001982357,1.2050724812923936
model_2,False,1,3.8077331911730288,0.13914592375962292
model_1,False,1,24.870860499454228,1.2424216442605032
model_2,False,0,2.8883809995606136,11.155923270320635
model_1,False,1,3.7213300165141487,1.198461710436564
model_2,False,1,3.808499433310073,0.13739351158849622
model_1,False,1,3.600261266119359,1.2062263047416393
model_2,False,1,6.337820363298849,1.6146300872116228
model_3,False,1,2.8736024243969807,0.12538724005635632
model_4,False,1,3.440272513537659,0.13753540585735768
model_5,False,1,2.9989372969004866,0.1267288247548345
model_6,False,1,4.831498229522182,0.12976362607416805
model_7,False,1,2.766621808063992,0.12627369239449687
model_8,False,1,2.8124982023905805,0.1266928425432605
model_9,False,1,7.763343298736798,1.1894224527364103
model_10,False,1,3.7292989578405233,1.2075542643815704
model_1,False,1,3.5994915494514435,1.2060398935790761
model_2,False,1,6.339392811949635,1.6139363998773055
model_3,False,1,2.856614772449717,0.12681793874954395
model_4,False,1,3.4388977669255487,0.13872542059326767
model_5,False,1,3.000232900750857,0.12674765758791567
model_6,False,1,4.84115766041246,0.11348804127572704
model_7,False,1,2.7692953022386413,0.12579694530152552
model_8,False,1,2.812353161060022,0.1265445809740546
model_9,False,1,7.759042666335675,1.1866664870752108
model_10,False,1,3.713600366319102,1.190617614879352
